|set_ru_names|ru_names_town_list
1651|Фурманов Ростов-На-Дону|['Фурманов', 'Ростов-на-Дону']
1652|Казань-Москва|['Москва']
1653|Москва Одинцовский Р-Н|['Москва', 'Одинцовский']
1654|Кемь|['Кемь']
1655|Мо Г. Раменское|['Раменское']
1656|Томска|[]
1657|Москва Москва |['Москва']
1658|Пишу Из Москвы|[]
1659|Корткерос|['Корткерос']
1660|Королев М.О.|['Королевы']
1661|Вологда Хабаровск|['Вологда', 'Хабаровск']
1662|Апатиты|['Апатиты']
1663|Уфа|['Уфа']
1664|П. Федоровский|['Федоровский']
1665|Москва Жуковский|['Москва', 'Жуковский']
1666|Ленинград|[]
1667|Астрахань|['Астрахань']
1668|Выкса Нижний Новгород|['Выкса', 'Нижний Новгород']
1669|Москва И Мо|['Москва']
1670|Пок Совхоза Останкино|['Ямок', 'Совхоз № 3', 'Останкино']
1671|Петропавловск- Камчатский|['Петропавловск-Камчатский']
1672|Родничок|['Родничок']
1673|Дорогобуж|['Дорогобуж']
1674|Лысьва Г|['Лысьва']
1675| Искитим|['Искитим']
1676|Москва Остоженка|['Москва', 'Роженка']
1677| Чита|['Чита']
1678|Москва Муром|['Москва', 'Муром']
1679|Спб И Москва|['Москва']
1680|Нижневартовск Ханты-Мансийский Ао|['Нижневартовск']
1681| Кемерово|['Кемерово']
1682|Заринск Алтайского Края|['Заринск', 'Бурая']
1683|Филиал Пятигорск|['Филиал', 'Пятигорск']
1684|Новоивановское|['Новоивановское']
1685|Бикин |['Бикин']
1686|Нижний Ломов|['Нижний Ломов']
1687|Кизилюрт|['Кизилюрт']
1688|Бутурлиновка Бутурлиновка|['Бутурлиновка']
1689|Ногинск Моск.|['Ногинск', 'Лоск']
1690| Якутия |[]
1691|Яблоновский Краснодар|['Яблоновский', 'Краснодар']
1692|Заозёрный Красноярского Края|['Заозёрный', 'Красноярское', 'Бурая']
1693|Пушкино Моск.|['Пушкино', 'Лоск']
1694|Мо Мытищи|['Мытищи']
1695|Мытищи Перловская|['Мытищи', 'Орловская']
1696|Петербург|[]
1697|П. Лесной|['Лесной']
1698|Верхняя Салда|['Верхняя Салда']
1699| П.Бор|['Дор']
1700|Ногинск Москва |['Ногинск', 'Москва']
1701|Махачкала|['Махачкала']
1702|Moc|['Ляхи']
1703|Курск Воронеж|['Курск', 'Воронеж']
1704|Учкекен|['Учкекен']
1705|Приютово|['Приютово']
1706|Печора|['Печора']
1707|Каргасок|['Каргасок']
1708|Урюпинск Москва|['Урюпинск', 'Москва']
1709|Таежный|['Таежный']
1710|Троицко-Печорск|['Троицко-Печорск']
1711|Выборг|['Выборг']
1712|Бишкек Москва|['Бишкек', 'Москва']
1713| Иглино|['Иглино']
1714|Удомля |['Удомля']
1715|Грязи |['Грязи']
1716|Омск Томск |['Омск', 'Томск']
1717|С.Эссо|['Эссо']
1718|Гальбштадт|['Гальбштадт']
1719|Мо Г. Истра|['Истра']
1720|Славянка|['Славянка']
1721|Алапаевск|['Алапаевск']
1722|П.Ровеньки|['Ровеньки']
1723|Долгопрудный Мо|['Долгопрудный']
1724|Пгт Посьет |['Посьет']
1725|Сергиев Посадка|['Посадка']
1726|Кубинка - 8 Москва|['Москва']
1727|Химки Москва|['Химки', 'Москва']
1728|П. Глубокий|['Глубокий']
1729|Ровеньки|['Ровеньки']
1730|Колонтаево|['Колонтаево']
1731|Пермь Москва|['Пермь', 'Москва']
1732|П.Навля|['Навля']
1733|Новоспасское|['Новоспасское']
1734|Зарубино|['Зарубино']
1735|Чулково|['Чулково']
1736|Гусь-Хрустальный|['Гусь-Хрустальный']
1737|Москва Крекшино|['Москва', 'Крекшино']
1738|Новосибирск-Барнаул-Кемерово-Томск|['Новосибирск']
1739|Полярные Зори|['Полярные Зори']
1740|Пушкин|['Пушкин']
1741|Татарстан Зеленодольск|['Зеленодольск']
1742|Г. Светлый|['Светлый']
1743|Москва Подмосковье.|['Москва']
1744|Калачинск|['Калачинск']
1745|Г Люберцы|['Люберцы']
1746|Санкт-Петербург|['Санкт-Петербург']
1747|Омск Омск|['Омск']
1748|Старая Русса|['Старая Русса']
1749|Г Богородицк|['Богородицк']
1750|П. Селятино|['Лелятино']
1751|Новокуйбышевск|['Новокуйбышевск']
1752|Бугуруслан|['Бугуруслан']
1753|Зверево|['Зверево']
1754|Воронеж|['Воронеж']
1755|Будапешт Венгрия|['Будапешт']
1756|Г. Балашиха|['Балашиха']
1757|Таганрог Краснодар |['Таганрог', 'Краснодар']
1758| П. Таловая|['Таловая']
1759|Екатеринбург.|['Екатеринбург']
1760|Пок Нейво-Рудянка|['Нейво-Рудянка']
1761|Москва Стр.1|['Москва', '1']
1762|Дербент Москва|['Дербент', 'Москва']
1763|Москва-Ульяновск|['Ульяновск']
1764|Севастополь Москва|['Севастополь', 'Москва']
1765|Санкт-Петербург Пушкин . |['Санкт-Петербург', 'Пушкин']
1766|Байконур|['Байконур']
1767|Сыктывкар Сыктывкар |['Сыктывкар']
1768|Москва Щербинка|['Москва', 'Щербинка']
1769|По Ржавки Москва|['По', 'Ржавки', 'Москва']
1770|Ст. Стодеревская|['Стодеревская']
1771|Дубна|['Дубна']
1772|Казань Офис На .Московской|['Казань']
1773|Сеченово|['Сеченово']
1774|Новомичуринск|['Новомичуринск']
1775|Окуловка|['Окуловка']
1776|Москва М.Новослободская|['Москва', 'Слободская']
1777|М.О.|[]
1778|Всеволожск Санкт-Петербург |['Всеволожск', 'Санкт-Петербург']
1779|У-Я|[]
1780|Удельная|['Удельная']
1781|Москва До Рублевское|['Москва', 'Ивлевское']
1782|Апрелевка Москва |['Апрелевка', 'Москва']
1783|Загорянский|['Загорянский']
1784|Казань-Самара|[]
1785|Ногинск|['Ногинск']
1786|Няндома Русфинанс Банк Архангельск Кко|['Няндома', 'Новоархангельск', 'Акко']
1787|Ло Всеволожск|['Всеволожск']
1788|Орехово-Зуево|['Орехово-Зуево']
1789|По Первомайск |['По', 'Первомайск']
1790| По Чунский|['По', 'Чунский']
1791|Рамонь|['Рамонь']
